Employee ID,Age,Gender,Job Role,Department,Monthly Income,Years at Company,Number of Promotions,Last Raise Percentage,Distance from Office,Job Satisfaction,Performance Rating,Attrition
1833,22,Male,Sales,Support,3290,5,2,11.091759201036322,16.15552019565883,8,2,No
1834,34,Female,Sales,Sales,10508,21,1,15.60222032461948,13.101847025889331,3,4,No
1835,43,Female,Sales,IT,4418,4,0,19.97709171793408,43.47898842048424,8,1,No
1836,42,Female,Technician,Support,8593,10,4,10.080629931578212,6.1021676294463445,5,1,No
1837,43,Male,Sales,HR,8310,16,3,1.4258251312179127,5.036621459260413,7,3,No
1838,49,Female,Manager,Support,4988,0,3,15.805834538778466,38.3446546575819,5,3,Yes
1839,30,Female,Sales,Support,11759,11,2,17.415320552228227,45.867892568883654,7,1,No
1840,47,Female,Sales,Support,8638,19,0,3.2479430021275024,9.61821177164191,8,2,No
1841,30,Female,Manager,Support,8170,29,2,0.4827484368507906,28.941572173156672,10,4,No
1842,36,Female,Technician,HR,6038,9,2,2.7164735385336503,8.543712309848832,5,5,No
1843,31,Male,Engineer,Sales,13537,6,2,6.479328282003114,1.7323754649465735,3,5,No
1844,45,Male,HR,IT,14335,14,0,18.485620747709316,38.924174247111424,6,4,No
1845,29,Male,Technician,HR,5303,18,3,0.0,30.13086504635761,7,3,No
1846,45,Male,Sales,HR,3308,17,4,16.07595791453749,1.0,10,5,No
1847,37,Male,Engineer,Engineering,5138,18,3,17.09709472422901,43.02893818228752,10,5,No
1848,47,Male,HR,IT,5196,28,3,16.221046521059634,26.73191199843721,9,2,No
1849,48,Male,HR,Sales,3461,30,3,4.013468718284253,32.403456201005866,8,4,No
1850,58,Female,HR,Sales,6820,0,4,9.567744999627344,22.061397033495556,7,4,No
1851,25,Male,Manager,Engineering,10959,29,4,19.078072469984306,14.927080003815655,10,4,Yes
1852,45,Female,Manager,Engineering,7732,21,0,2.407255370444199,22.244533343036426,7,4,No
1853,40,Male,Engineer,HR,3645,9,0,0.0,28.64267385778151,7,4,Yes
1854,57,Female,Sales,Sales,9014,29,3,19.711862382121012,11.758312954502717,5,4,Yes
1855,31,Female,Engineer,Sales,12588,23,4,12.898593368064159,33.44980284709784,6,3,No
1856,46,Male,Sales,Sales,6268,3,1,12.92870931481103,2.304408862922817,7,5,No
1857,39,Male,Technician,HR,10915,17,4,19.28862857854583,24.24561591479469,6,2,No
1858,40,Male,HR,Sales,12762,11,3,15.395311671783979,30.0345409426051,9,4,No
1859,57,Male,HR,Support,3815,0,4,7.948897712698491,50.0,2,3,Yes
1860,31,Female,Manager,Engineering,4905,25,0,8.716822346006845,33.93611366411915,4,4,No
1861,54,Female,Technician,Engineering,11040,3,4,2.893859599516151,46.15065073535162,3,3,No
1862,26,Male,Technician,Engineering,13282,4,1,6.080997337973901,49.91261271561382,3,5,No
1863,56,Male,Sales,Engineering,7898,18,3,8.90807430963315,47.38961066552356,2,3,No
1864,55,Male,Technician,Support,6204,8,1,5.2217085355649235,50.0,1,3,Yes
1865,54,Male,Manager,IT,4129,6,4,18.317456962884492,35.34235659255286,3,2,No
1866,42,Female,Sales,Sales,13247,24,4,0.2360534723689045,2.064577720470835,8,1,No
1867,38,Male,Engineer,Engineering,4797,7,0,10.682002841111014,29.217308493684953,4,3,No
1868,43,Female,Sales,Sales,6414,9,3,15.838206424088785,38.16189103272656,5,4,No
1869,58,Male,Engineer,Sales,5484,9,4,14.642179929531556,25.330084552009758,5,4,No
1870,36,Male,Sales,Support,9223,28,0,12.874659182580606,35.519292142139804,7,1,Yes
1871,56,Female,HR,Sales,10723,19,0,8.20670989194875,26.452806119776426,4,5,No
1872,49,Male,Engineer,Engineering,3688,20,1,18.369544654106743,50.0,5,5,No
1873,28,Female,Manager,Sales,14655,12,3,6.578926759409358,11.114010646347893,3,3,No
1874,53,Female,Engineer,Support,11767,22,2,15.002682525678635,16.83150377264225,8,5,No
1875,32,Male,Engineer,Engineering,9431,5,0,18.533019435968573,32.76575643797855,8,5,No
1876,31,Male,Sales,Support,14202,9,2,0.0,9.573832714517302,2,2,No
1877,30,Female,HR,HR,9001,18,1,18.941620960382004,42.388585683778324,5,5,No
1878,35,Female,Sales,IT,10099,23,0,15.520654024939812,28.95691049185441,7,1,No
1879,34,Female,Sales,Sales,9421,15,3,12.331833260823963,15.324363970324207,10,2,No
1880,46,Male,HR,Sales,10038,26,2,7.467974112499245,39.41261543523886,5,5,No
1881,23,Female,Sales,Sales,5839,25,3,18.0853085035952,13.2918488520055,8,5,No
1882,56,Male,HR,HR,6074,10,2,0.8808587242782662,43.114128823340906,1,2,No
1883,28,Female,Manager,IT,5525,3,1,8.636581108910086,5.152059699298036,10,2,No
1884,42,Female,HR,Support,14673,21,0,11.371170044755182,17.123540999178797,2,2,No
1885,39,Male,Technician,HR,5017,3,0,16.2104424981637,18.601951410538746,1,2,Yes
1886,24,Female,HR,HR,6378,20,1,4.045569946616072,39.188732970991126,3,5,No
1887,32,Male,HR,Engineering,14477,11,4,0.9520930403176209,36.57397428839999,7,5,No
1888,45,Female,Technician,HR,14293,2,1,16.057023105072027,50.0,7,1,Yes
1889,40,Male,HR,HR,14800,4,2,8.437845354423638,36.706703279036404,5,4,No
1890,25,Female,Engineer,Sales,12243,7,4,5.1262607281639525,41.821023468236575,6,4,No
1891,47,Male,Sales,Engineering,11278,13,1,1.7113669621626193,17.602896454509413,4,2,Yes
1892,59,Female,Sales,Support,6097,28,3,12.812791410268709,29.260676933053094,4,1,No
1893,53,Female,Manager,IT,13631,0,3,11.6563573120461,1.0,8,2,Yes
1894,57,Male,Manager,Support,10524,5,1,15.621181334374098,46.78078551835296,1,3,No
1895,58,Male,Technician,Engineering,9448,14,3,0.631340245449683,37.90345692510288,7,2,No
1896,54,Female,Engineer,Sales,4277,12,2,13.258525198619516,40.686687382458885,5,3,No
1897,57,Male,Manager,IT,9766,26,2,17.7448621881131,34.559065429704816,3,4,No
1898,24,Female,Sales,Support,11711,15,1,13.423255161391062,14.30081399826898,1,4,No
1899,30,Male,Manager,IT,9070,22,4,1.5333289563752306,18.66016208581451,1,4,No
1900,29,Female,Manager,IT,9996,6,1,18.934864092046297,40.42718740456891,10,5,No
1901,54,Male,HR,IT,10353,8,3,1.4405981065634177,12.380235602311885,5,1,Yes
1902,27,Male,Manager,HR,11578,10,1,11.813506208923638,8.5076597104679,1,2,No
1903,25,Male,Technician,Engineering,10667,26,0,9.86313005345642,5.278665919572202,5,3,No
1904,34,Male,Sales,Engineering,3013,22,4,16.701729126561165,20.46509118872082,9,1,No
1905,23,Male,Technician,Sales,10397,25,1,14.234323583004743,24.038411339536793,1,1,Yes
1906,26,Male,Technician,Support,7186,7,4,9.382405634120936,40.68302712295652,6,5,No
1907,48,Female,Engineer,Sales,6475,3,4,17.61300292757784,23.077516240404744,4,5,No
1908,53,Female,HR,Support,14768,9,4,19.28020165529672,16.2548874719038,6,1,No
1909,42,Female,Technician,IT,3003,19,0,10.98540216797614,32.52794246895935,9,1,No
1910,29,Male,Engineer,Support,14261,9,4,9.094478616834394,7.284235222190812,3,5,No
1911,59,Female,Sales,Support,6290,5,0,20.0,34.57980274267102,5,4,No
1912,29,Male,Sales,IT,14851,13,1,16.621869227796626,26.399606505768112,2,1,No
1913,24,Female,Engineer,Sales,10930,0,0,6.387634321706641,12.479766243408086,5,2,Yes
1914,24,Male,Technician,Support,12794,28,2,11.524473108440077,13.836726395005368,4,4,No
1915,43,Male,Technician,Sales,7826,19,2,3.082339627111992,36.45164780720522,1,2,No
1916,27,Male,HR,Sales,10540,25,0,12.710839787586448,12.322814064995766,6,2,No
1917,23,Female,HR,Engineering,9160,2,3,16.679780270857,48.044971500784264,6,1,Yes
1918,44,Male,Sales,IT,6973,27,4,3.750301697444498,43.21990425034231,7,3,No
1919,23,Female,HR,IT,13734,2,4,6.460940926495036,42.12500163497168,3,2,No
1920,59,Male,Engineer,HR,12834,29,0,10.378020155980156,8.982124757904533,1,1,No
1921,38,Female,Sales,Sales,12681,3,4,16.901601282516282,21.73794948552876,9,1,No
1922,56,Female,Technician,HR,9587,11,1,14.62740022481353,12.459788204032092,9,1,No
1923,55,Male,Sales,IT,9377,27,3,6.337407764800438,16.8738185885568,2,1,Yes
1924,44,Male,Manager,IT,6233,29,0,4.86067107340774,50.0,3,4,No
1925,51,Female,Sales,HR,12887,17,4,13.91409420092242,10.334407969789504,2,2,No
1926,29,Female,HR,IT,4386,27,1,9.597749300802647,15.419439370178488,3,2,No
1927,43,Male,Engineer,IT,10543,18,0,11.871084490988054,43.332250852045675,3,5,No
1928,57,Female,Technician,Engineering,7792,10,2,12.973949185521105,8.848120384220874,10,3,No
1929,26,Female,Technician,Support,4197,27,0,11.17373467063835,25.78678040209268,1,1,No
1930,34,Male,HR,Engineering,5285,17,3,12.261440597640927,44.543401594801594,3,1,No
1931,50,Female,HR,Support,12179,13,2,17.750063050248496,14.564316343196225,9,5,No
1932,52,Male,HR,Engineering,5959,10,2,17.363978549549557,35.57236195533767,9,3,No
1933,37,Male,Manager,Engineering,4261,13,0,2.9806854651885883,1.0,4,3,No
1934,51,Female,Engineer,Sales,12447,19,3,9.875805175733277,26.03868705235251,6,4,No
1935,37,Male,Manager,HR,11779,28,2,8.786039933384874,14.607229431731575,1,5,No
1936,33,Male,HR,Engineering,4540,2,5,8.039573890340154,33.834463145880406,1,1,No
1937,38,Female,Engineer,Sales,10897,1,3,12.622948188355966,24.819449249562084,5,2,No
1938,37,Female,HR,Engineering,11985,8,3,10.217670681802451,13.798484801773833,5,1,No
1939,33,Female,Engineer,HR,8663,7,0,15.498081306595994,30.388416155572877,3,3,No
1940,29,Female,Technician,Sales,9320,4,0,1.8686197918339253,7.822797427925336,1,2,No
1941,41,Female,Manager,Support,10667,28,0,6.053614987442066,38.00035222332585,2,4,No
1942,24,Male,HR,HR,13212,8,3,0.5156451765552594,40.5546281031822,1,3,Yes
1943,37,Male,HR,IT,3118,4,1,14.919195072709606,29.925430070134425,1,4,No
1944,51,Female,Sales,Sales,4213,17,0,18.249146660168336,24.46803335336448,9,2,Yes
1945,44,Male,Technician,IT,11805,12,1,11.747526812972746,48.195510606960255,2,5,No
1946,49,Female,HR,Sales,7234,10,2,12.339583193320786,33.774143162357376,3,2,No
1947,26,Female,Manager,Support,10503,10,4,0.9285024332718117,13.710111300249093,2,1,No
1948,41,Male,Technician,Sales,6473,19,4,10.075625964724221,41.82251695003447,6,2,No
1949,22,Female,HR,Engineering,14489,11,1,10.537444652364059,28.631555027280726,4,3,No
1950,51,Female,Manager,IT,4289,18,3,0.7794897151884461,8.100886694359254,5,5,No
1951,42,Male,Sales,IT,5380,12,4,15.64774279499165,3.323960698383452,2,5,Yes
1952,41,Female,Sales,Sales,3223,25,1,5.566402748566133,43.09551516605186,9,4,No
1953,27,Male,Manager,Engineering,14015,8,0,14.468940136225,12.115607193391412,10,4,No
1954,43,Male,Technician,Engineering,14206,1,0,8.058506937396487,46.21375690773618,4,3,Yes
1955,39,Female,Manager,Sales,8679,6,2,19.912922748962153,1.0,8,2,Yes
1956,29,Female,Manager,HR,5640,4,1,4.2441029241426875,32.101375194662864,3,2,No
1957,53,Female,Sales,Support,12178,7,0,5.183921655608686,16.316320068125023,5,5,No
1958,54,Female,Sales,Sales,4023,27,1,19.59810986400977,10.182409959453645,8,5,No
1959,37,Female,Sales,Engineering,4543,7,0,4.876840361511299,41.72434892353961,7,3,No
1960,33,Male,HR,Support,10004,12,0,15.101971134125755,39.26837415993647,1,1,No
1961,59,Female,HR,Sales,12464,23,2,7.491364396304563,36.48539094982831,1,1,No
1962,55,Female,Engineer,Support,4779,9,2,12.792557136693203,4.695329006746866,9,2,No
1963,35,Male,HR,HR,4700,5,4,11.921171788429499,14.851826734560664,2,4,No
1964,57,Male,Technician,Engineering,10999,4,0,14.145477625785258,21.056673529573004,7,1,No
1965,54,Female,Technician,HR,13426,14,0,0.3688671195338378,34.08580200276682,4,5,No
1966,44,Female,Sales,HR,14390,14,0,11.902017362345012,36.48407123029447,2,4,No
1967,23,Female,Manager,Engineering,14351,26,4,9.57331728440478,35.233627434511035,9,3,No
1968,42,Female,Sales,HR,6983,4,2,14.139268293017587,37.99187498021791,10,1,No
1969,23,Female,Manager,Sales,12215,27,2,8.220503820802518,21.693732149946044,6,3,No
1970,48,Female,Sales,Sales,10385,14,2,19.78764964546094,23.6317415219019,8,5,No
1971,30,Female,Sales,Support,10594,5,0,16.031427481894074,24.141806315502627,1,3,Yes
1972,22,Male,Technician,Sales,9158,20,4,6.227867500596169,22.988069614695284,10,2,No
1973,32,Female,Manager,Sales,6839,23,0,15.661425495775088,21.105588393131605,8,2,No
1974,24,Female,Engineer,Support,3825,21,2,8.739870545105287,32.43149466549723,6,2,No
1975,44,Female,Engineer,IT,5736,23,4,17.40026685391295,18.9302706318444,4,3,No
1976,47,Female,Sales,Engineering,6406,13,0,0.0,11.947197574360713,5,5,No
1977,25,Male,Sales,Sales,5774,19,3,10.950524104114463,11.86870668022801,10,4,No
1978,39,Male,Technician,Support,7632,14,1,8.596383119234435,11.155485940796959,10,3,No
1979,27,Male,Manager,HR,11683,24,3,14.884991594544344,37.626953497530266,1,2,No
1980,56,Male,Sales,HR,13051,14,2,0.35270534338097015,31.072512208739255,2,5,No
1981,43,Male,Engineer,Sales,13531,24,4,5.725621887876901,30.770370310057483,5,3,No
1982,36,Female,Manager,Engineering,11783,18,1,14.47760584772528,30.25711712448573,10,4,No
1983,43,Male,Sales,Support,5734,12,3,1.5368731841964167,18.56908300162545,3,5,Yes
1984,58,Male,Manager,Support,9887,23,1,7.134671905378377,42.11024212393719,5,5,No
1985,33,Female,Technician,Support,4492,27,3,15.06733124683683,42.95036746567202,4,4,No
1986,59,Female,Engineer,Support,12139,6,4,17.51057301865771,23.488793969392194,8,4,No
1987,39,Male,Manager,Support,12767,7,1,14.576561015931762,19.646184656333904,1,1,No
1988,56,Female,Engineer,Engineering,3682,6,1,10.54276570261706,4.966368711315933,4,5,No
1989,51,Female,Sales,Support,11820,18,4,1.981226023815521,37.782167360100615,10,5,No
1990,45,Male,HR,Engineering,7482,14,0,16.54451485960591,28.242787554584467,8,5,No
1991,51,Male,Manager,Engineering,7747,6,4,2.4807799434223043,49.81695804754407,9,1,No
1992,35,Female,Engineer,Engineering,5240,16,4,7.701569062228419,29.80725287115292,6,1,No
1993,27,Female,Manager,HR,14946,20,3,1.009986886906662,15.56934654954927,2,2,No
1994,24,Female,Sales,IT,3100,24,3,14.19350189758832,29.4432180859698,3,1,No
1995,37,Male,Sales,Sales,4093,20,3,11.656206643569277,50.0,1,1,No
1996,28,Male,Engineer,HR,13683,18,2,18.152154668308732,40.920875889409245,10,5,No
1997,35,Female,Technician,IT,6772,24,1,2.774849911891595,8.494103395487318,10,4,No
1998,30,Male,Manager,HR,11624,4,3,16.342082427763653,16.57448315841512,9,2,No
1999,36,Male,Manager,Engineering,8334,20,1,5.872403331649402,15.785772019660833,3,3,No
2000,42,Female,Sales,Engineering,3536,21,1,7.3218476671441435,45.01340043937884,4,1,No
2001,56,Male,Manager,Support,3600,6,2,12.871337717720618,31.23861426694897,10,4,No
2002,23,Female,Engineer,Engineering,12858,20,4,15.808347399895403,38.30089247486831,1,3,Yes
2003,48,Female,HR,HR,5755,7,1,13.07885770690116,10.705654660961562,3,5,No
2004,23,Male,Sales,Sales,11510,27,1,4.6561136067550235,49.381718673437064,2,5,No
2005,56,Female,HR,Engineering,10516,6,0,18.315782989966028,1.0,7,5,No
2006,39,Male,Manager,IT,7941,25,1,6.259954882879781,15.076025630308719,3,1,No
2007,35,Female,Technician,HR,10508,10,1,19.964728877950165,6.443885095155981,4,2,No
2008,41,Male,Engineer,IT,13054,25,4,15.346498579130516,13.06292097813784,3,4,No
2009,39,Male,Manager,Support,14924,28,1,13.756383498273173,47.274492606196766,9,5,No
2010,31,Female,Engineer,Support,4527,2,4,0.24799455663773395,1.0,3,4,No
2011,46,Male,Manager,Sales,11262,26,4,8.97062651856849,12.461197568668629,5,4,No
2012,23,Female,Manager,HR,8248,20,2,10.04922151374755,49.25976894242585,6,1,No
2013,46,Male,Manager,Sales,3443,21,0,7.527527923735827,36.87292597285984,6,1,No
2014,54,Male,Sales,IT,11578,8,4,2.999462010028149,23.863865903129973,6,3,No
2015,57,Female,HR,Sales,8674,6,2,5.559673104382009,5.653982879155614,6,1,No
2016,52,Male,Technician,IT,8195,9,3,0.0,41.2045707594851,6,3,No
2017,35,Male,HR,Sales,4869,29,4,5.818378394000838,29.18956212318163,10,3,No
2018,22,Female,HR,Support,7648,29,4,1.6735855124612398,15.89430989812129,7,4,Yes
2019,37,Female,Engineer,HR,13203,23,2,15.048469076449697,18.958364858638802,9,2,No
2020,24,Female,Sales,Sales,14113,25,1,13.423145863488667,28.569537335127077,1,5,No
2021,56,Female,Sales,IT,14543,21,4,18.798662736581413,25.71925757741521,10,5,No
2022,27,Male,Manager,HR,3279,11,0,7.598576439508438,42.10134762330791,6,2,No
2023,46,Female,HR,Support,3770,7,4,15.724019159917468,37.312864604856074,2,5,No
2024,34,Male,Technician,Support,8562,14,2,11.752144054698546,34.09351862047676,10,4,No
2025,55,Female,Engineer,Engineering,3953,27,3,12.922068561852338,33.281806768371624,4,2,No
2026,29,Male,Sales,HR,4559,13,2,10.949225395287993,34.26622049639916,1,5,No
2027,42,Female,Manager,Sales,13689,3,3,20.0,34.69131373380545,8,2,No
2028,55,Female,Technician,Support,6446,15,0,0.8398286382909737,46.19899834865867,1,1,Yes
2029,25,Female,HR,Sales,14559,19,1,6.21159096436749,28.742003535970202,2,3,No
2030,46,Female,Technician,Sales,14739,10,0,1.9184753995238046,28.86056903059051,8,3,No
2031,36,Female,Sales,IT,9982,23,0,3.948955642570693,36.68438829198738,3,3,Yes
2032,25,Female,Engineer,Sales,5440,14,4,11.822575790967782,11.625231831984747,8,5,No
2033,33,Male,HR,Engineering,3108,24,3,12.912350990689328,38.98488961691457,5,1,No
2034,53,Male,Engineer,HR,7454,12,2,14.252073403790096,49.253210557807314,1,4,No
2035,53,Male,Technician,HR,12147,29,0,5.615264477695153,18.432180235936094,3,4,No
2036,49,Male,Technician,IT,10078,3,0,13.00425487796899,28.44935795181864,10,4,No
2037,34,Female,Manager,Engineering,6360,21,1,2.3537998551613515,6.163218896479574,6,4,No
2038,52,Female,HR,Engineering,6489,12,1,0.19958420117314857,42.8882553602105,10,4,No
2039,35,Female,Technician,HR,3317,25,3,13.893615751009996,30.73657298781793,6,2,Yes
2040,41,Female,Sales,Engineering,3340,15,1,11.461580189290483,38.72196705570431,7,1,No
2041,39,Female,Sales,Support,7444,7,1,14.99630686138072,9.859251355818401,3,1,Yes
2042,50,Male,Engineer,Sales,5074,4,4,5.177398981939943,37.16512294095785,1,2,No
2043,27,Male,Sales,Sales,11829,24,1,18.549369211636517,17.569070834904817,2,2,No
2044,53,Male,Technician,HR,8678,25,0,17.513511662604973,29.863666863026122,1,1,No
2045,50,Male,Sales,HR,13582,13,4,10.310811212383506,30.94445339420546,9,4,No
2046,23,Female,HR,Engineering,8484,21,0,19.78279502090583,30.723448668312198,9,5,No
2047,44,Female,Engineer,IT,14385,0,1,8.59995928097965,15.507539969818648,4,2,Yes
2048,40,Female,HR,HR,9979,17,3,9.822685693407287,36.213834362277076,1,4,No
2049,52,Female,Technician,HR,5366,2,4,18.55843543706232,36.849763406691864,3,5,No
2050,26,Female,Technician,HR,14194,4,1,14.21280666627794,25.124046840090294,3,3,No
2051,40,Male,Sales,Engineering,4565,22,2,9.420164554903751,32.76444187273072,1,4,Yes
2052,55,Female,Manager,Support,11984,7,1,1.5878520266821283,16.856513667137587,1,2,No
2053,31,Male,Manager,HR,6704,23,4,4.226927989797728,49.17058506909625,4,4,No
2054,46,Male,Technician,Support,13592,27,4,3.157304520273947,39.69229301344043,10,2,No
2055,23,Male,Technician,Engineering,11546,20,0,7.651201228933581,36.7280570866014,10,4,No
2056,32,Male,Engineer,IT,7201,16,4,6.369831420333902,46.35694922696754,1,1,No
2057,52,Male,Technician,Sales,13444,0,0,4.095175529185977,14.97687502132731,7,4,No
2058,36,Male,Technician,Sales,11756,27,1,10.199447846699343,31.330191196014926,4,2,No
2059,30,Female,Engineer,Sales,6453,6,0,13.38434323258281,34.3142887245133,1,5,No
2060,44,Female,HR,Sales,12494,17,1,14.730534746449022,46.84408744420021,10,2,No
2061,40,Male,HR,Engineering,12942,28,3,16.75035814802778,22.947397959141945,2,2,No
2062,30,Male,Engineer,Sales,5590,3,1,9.63912789639858,20.74031888629426,8,4,No
2063,56,Female,Engineer,Engineering,10617,9,2,7.81223714964044,3.411287263970109,6,1,Yes
2064,42,Male,HR,IT,3257,4,0,13.682435725551905,2.8974407528586763,5,4,Yes
2065,30,Female,HR,HR,12787,7,3,0.26729505342983906,22.501765949649922,6,4,No
2066,49,Female,HR,HR,9221,19,1,7.952248968343597,24.733036183751807,1,5,Yes
2067,28,Male,HR,HR,4046,24,4,8.11363848231169,8.96485399488346,8,2,No
2068,37,Male,Sales,Engineering,9646,12,0,9.057505726744655,50.0,5,1,No
2069,37,Male,Engineer,Engineering,5232,16,1,5.925390668326809,48.559718335852594,6,1,No
2070,54,Male,Manager,Engineering,13786,24,3,2.5455103517220623,21.55521261093159,10,5,No
2071,25,Male,Sales,IT,7077,20,4,8.028493283484169,39.376593261792024,2,5,No
2072,25,Female,Manager,Support,14776,3,0,6.164046603179971,39.202078881136714,6,1,No
2073,38,Male,Manager,Engineering,12832,9,3,19.20236745772982,22.50838503409649,9,3,No
2074,58,Female,Technician,Engineering,12903,20,4,18.87078863472053,8.751845477008022,6,3,No
2075,50,Female,Engineer,HR,3048,29,2,12.878345301584362,9.275878916568738,2,1,No
2076,57,Male,Sales,Sales,11359,24,4,20.0,5.859989060774244,4,5,No
2077,59,Male,Engineer,Sales,4853,7,0,15.025495555349856,39.74437777359861,7,4,No
2078,58,Male,HR,IT,6741,9,2,6.917829782535517,24.180241906680784,1,5,No
2079,56,Male,Engineer,Sales,5068,14,1,15.96115583317893,39.907028512418925,7,4,No
2080,28,Female,Manager,Support,11583,11,2,4.406471471989722,27.745691006637287,1,5,No
2081,48,Male,HR,HR,14142,20,2,13.744165018876318,18.092528376728445,3,2,Yes
2082,49,Female,Engineer,IT,10457,12,2,0.8961514380164526,6.46151190376427,3,3,Yes
2083,43,Male,Engineer,Sales,8823,26,4,16.626834973980998,21.092391350145064,2,1,No
2084,35,Male,Manager,Sales,12641,29,2,11.664596486179232,39.54971954528041,1,5,No
2085,28,Female,HR,HR,3228,9,2,1.1687669344543772,36.38410150549815,5,5,No
2086,58,Female,Manager,IT,6252,20,1,17.435223306549382,5.569516977308737,5,1,No
2087,43,Male,Engineer,HR,3351,0,2,17.55402821810132,8.172602736123487,7,3,No
2088,26,Male,Sales,IT,5272,8,4,17.056316759566354,42.00836707643835,5,1,Yes
2089,23,Female,Sales,Sales,7037,2,3,15.486039536374461,19.30424485330795,10,1,No
2090,48,Male,Technician,HR,11425,16,3,13.558508305271928,27.890833480761426,10,2,No
2091,42,Male,Sales,HR,11457,20,4,7.938182437571662,31.444022522838814,10,5,No
2092,59,Female,HR,Support,3857,9,4,2.726783345729109,29.859434665264526,10,3,No
2093,36,Male,Technician,HR,11690,18,2,5.77550550066444,1.0,3,4,No
2094,42,Female,HR,IT,12068,5,4,6.941542767028686,47.248686060742365,1,3,No
2095,31,Female,Sales,Support,13450,4,1,7.161529347295829,15.910416435760174,6,2,Yes
2096,44,Female,Sales,HR,7194,10,0,11.309792302546438,1.0,6,4,No
2097,26,Female,Engineer,HR,12836,15,2,5.495088534867412,12.967936752887642,4,3,No
2098,22,Female,HR,Support,5392,3,1,3.793222581375002,50.0,2,4,Yes
2099,34,Female,Manager,Sales,6324,3,2,17.245559749046244,4.487635080316116,10,3,No
2100,42,Female,Engineer,HR,14143,17,0,0.15001100861032457,46.73161929671638,1,1,No
2101,47,Male,HR,Engineering,9261,17,1,2.9903887082605474,7.98130596475301,3,3,No
2102,42,Male,Technician,Sales,13839,6,2,8.699161645159428,6.334512166014561,10,1,No
2103,39,Female,HR,HR,7951,10,3,2.981663322397894,39.613638411259856,8,3,No
2104,58,Female,Technician,Sales,13448,4,1,19.196251026378853,40.64184397184258,3,2,No
2105,53,Male,Technician,IT,4432,20,1,13.402079029366856,38.451469801891456,7,4,No
2106,57,Female,Sales,Sales,3480,26,1,9.645911199172447,12.925686918498364,3,4,No
2107,38,Male,Manager,Support,11191,16,3,2.4135448952786565,47.945830631557044,6,4,No
2108,56,Female,HR,HR,5970,6,1,7.70372580309256,5.0258137707504416,1,1,No
2109,32,Female,Manager,Sales,4665,1,4,13.01203337355921,13.843470466138747,3,2,No
2110,42,Female,Technician,Engineering,3328,28,0,19.376284067161343,26.005651121619994,6,2,No
2111,47,Male,Sales,IT,6254,27,3,9.453747272816017,4.482417607184331,6,3,No
2112,25,Female,Manager,IT,11608,4,3,13.848244921848117,28.406853907020004,3,1,No
2113,55,Male,Engineer,Sales,10250,0,0,3.9071799465344625,39.86612090788963,3,2,Yes
2114,39,Male,Technician,Support,5301,18,1,12.472667414713266,46.284930615785235,5,1,No
2115,56,Male,Engineer,IT,3944,1,1,4.78109799814034,34.31477421287278,5,4,No
2116,50,Female,Manager,Sales,5052,18,1,3.962681042314913,22.643339782140515,9,1,No
2117,50,Male,Manager,Sales,13542,29,0,8.824632560695992,36.57285066941591,5,2,No
2118,59,Male,Manager,IT,12171,4,1,4.233285948671998,20.87725447064254,8,4,No
2119,42,Female,HR,Sales,10703,11,3,14.42655054448456,24.03824835640911,1,3,No
2120,34,Female,Technician,Sales,12848,11,0,20.0,5.492475659186746,6,1,Yes
2121,38,Female,Technician,Engineering,13846,21,2,7.872042047894698,15.489461671256656,4,1,No
2122,30,Female,Technician,Sales,4451,18,5,9.854268226632612,29.433901145915254,5,5,No
2123,22,Male,HR,Sales,14203,6,1,3.5176978720541863,30.993278217221697,5,5,No
2124,23,Female,Manager,Support,13975,1,2,7.8079285517499075,3.3508516112906737,7,5,No
2125,50,Female,Manager,IT,10918,29,3,11.192681810641139,39.76709478270694,10,5,No
2126,54,Male,Engineer,Support,7003,21,2,7.45938825986145,47.25450483344527,4,3,No
2127,31,Male,HR,HR,4586,13,0,12.461524369977692,15.925133582818392,1,5,No
2128,42,Male,Sales,Support,3389,22,0,13.248468299064251,50.0,9,1,Yes
2129,49,Male,HR,HR,6728,25,2,1.956591240294907,10.427298467229955,3,4,No
2130,32,Female,Engineer,HR,12041,4,1,13.955654120192243,24.665475810163073,3,1,No
2131,55,Female,Engineer,Support,11007,19,1,18.006350618233434,39.42085832309272,8,2,No
2132,29,Female,Engineer,Engineering,12010,29,1,0.5250429721901662,15.692578825543869,5,3,No
2133,43,Female,Manager,Support,6635,25,2,6.864417496822727,13.443742471334765,5,4,Yes
2134,29,Male,Sales,IT,9480,21,0,12.077487475071987,27.63419722241438,1,5,No
2135,36,Female,Engineer,Support,5654,12,0,16.238960171349916,47.14720684159326,8,4,No
2136,38,Male,Technician,Engineering,7106,0,3,7.715373275982342,9.792348253686225,8,1,Yes
2137,44,Female,Manager,Support,11681,16,0,16.37420633713709,5.224341464402115,7,5,No
2138,45,Male,Sales,Engineering,5319,15,0,10.79792932472369,39.30894312845152,10,1,No
2139,40,Female,Technician,IT,14120,24,4,8.178732031277999,9.40734830935101,5,4,No
2140,26,Male,Sales,Sales,14355,9,0,14.385133914731352,15.491538727570308,9,5,No
2141,53,Male,Sales,Engineering,9152,2,2,18.547510632105745,6.478088531150151,5,2,No
2142,22,Male,Technician,Engineering,5934,21,1,16.240032875549357,3.024618992898368,4,1,No
2143,44,Female,HR,Engineering,12338,0,2,18.61329555976788,34.6269777051338,3,5,No
